"Plot Title: JR_H34_R3"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20601214, SEN S/N: 20601214)","RH, % (LGR S/N: 20601214, SEN S/N: 20601214)","DewPt, °C (LGR S/N: 20601214, SEN S/N: 20601214)","Host Connected (LGR S/N: 20601214)","Stopped (LGR S/N: 20601214)","End Of File (LGR S/N: 20601214)"
427,06/16/22 10:05:18 AM,31.161,72.50,25.657,,,
428,06/16/22 11:05:18 AM,33.087,70.04,26.918,,,
429,06/16/22 12:05:18 PM,34.501,68.99,28.009,,,
430,06/16/22 01:05:18 PM,35.779,68.72,29.161,,,
431,06/16/22 02:05:18 PM,36.833,68.14,30.017,,,
432,06/16/22 03:05:18 PM,37.765,67.53,30.747,,,
433,06/16/22 04:05:18 PM,38.459,67.03,31.275,,,
434,06/16/22 05:05:18 PM,38.710,65.24,31.038,,,
435,06/16/22 06:05:18 PM,38.766,65.44,31.143,,,
436,06/16/22 07:05:18 PM,36.507,68.03,29.678,,,
437,06/16/22 08:05:18 PM,33.712,70.35,27.592,,,
438,06/16/22 09:05:18 PM,30.350,72.14,24.796,,,
439,06/16/22 10:05:18 PM,25.822,78.17,21.755,,,
440,06/16/22 11:05:18 PM,23.045,86.43,20.683,,,
441,06/17/22 12:05:18 AM,21.680,86.35,19.327,,,
442,06/17/22 01:05:18 AM,21.107,89.98,19.425,,,
443,06/17/22 02:05:18 AM,20.559,88.08,18.540,,,
444,06/17/22 03:05:18 AM,19.940,89.22,18.135,,,
445,06/17/22 04:05:18 AM,19.416,89.77,17.716,,,
446,06/17/22 05:05:18 AM,19.083,90.28,17.475,,,
447,06/17/22 06:05:18 AM,19.844,87.26,17.687,,,
448,06/17/22 07:05:18 AM,22.134,79.56,18.457,,,
449,06/17/22 08:05:18 AM,23.790,79.23,20.001,,,
450,06/17/22 09:05:18 AM,27.609,77.02,23.244,,,
451,06/17/22 10:05:18 AM,31.211,71.89,25.564,,,
452,06/17/22 11:05:18 AM,33.061,69.40,26.737,,,
453,06/17/22 12:05:18 PM,34.448,68.17,27.752,,,
454,06/17/22 01:05:18 PM,35.752,67.93,28.933,,,
455,06/17/22 02:05:18 PM,36.779,66.96,29.661,,,
456,06/17/22 03:05:18 PM,37.710,67.01,30.558,,,
457,06/17/22 04:05:18 PM,38.292,66.91,31.084,,,
458,06/17/22 05:05:18 PM,38.822,65.60,31.241,,,
459,06/17/22 06:05:18 PM,38.794,65.19,31.104,,,
460,06/17/22 07:05:18 PM,36.372,68.61,29.697,,,
461,06/17/22 08:05:18 PM,33.739,70.62,27.683,,,
462,06/17/22 09:05:18 PM,30.375,72.13,24.817,,,
463,06/17/22 10:05:18 PM,25.676,78.53,21.690,,,
464,06/17/22 11:05:18 PM,22.997,86.02,20.557,,,
465,06/18/22 12:05:18 AM,21.680,85.98,19.257,,,
466,06/18/22 01:05:18 AM,21.131,89.27,19.319,,,
467,06/18/22 02:05:18 AM,20.535,88.16,18.532,,,
468,06/18/22 03:05:18 AM,19.963,88.89,18.100,,,
469,06/18/22 04:05:18 AM,19.487,89.64,17.764,,,
470,06/18/22 05:05:18 AM,19.035,89.78,17.342,,,
471,06/18/22 06:05:18 AM,19.916,86.70,17.656,,,
472,06/18/22 07:05:18 AM,22.110,79.27,18.375,,,
473,06/18/22 08:05:18 AM,23.838,78.73,19.945,,,
474,06/18/22 09:05:18 AM,27.634,76.89,23.241,,,
475,06/18/22 10:05:18 AM,31.262,71.72,25.572,,,
476,06/18/22 11:05:18 AM,33.243,68.45,26.675,,,
477,06/18/22 12:05:18 PM,34.633,67.67,27.803,,,
478,06/18/22 01:05:18 PM,35.806,67.47,28.867,,,
479,06/18/22 02:05:18 PM,36.915,66.69,29.719,,,
480,06/18/22 03:05:18 PM,37.876,66.66,30.625,,,
481,06/18/22 04:05:18 PM,38.626,66.51,31.296,,,
482,06/18/22 05:05:18 PM,38.794,65.67,31.233,,,
483,06/18/22 06:05:18 PM,38.598,66.18,31.183,,,
484,06/18/22 07:05:18 PM,36.670,67.08,29.590,,,
485,06/18/22 08:05:18 PM,34.079,70.19,27.903,,,
486,06/18/22 09:05:18 PM,30.628,70.57,24.692,,,
487,06/18/22 10:05:18 PM,26.042,77.37,21.800,,,
488,06/18/22 11:05:18 PM,23.045,85.89,20.582,,,
489,06/19/22 12:05:18 AM,21.728,85.70,19.251,,,
490,06/19/22 01:05:18 AM,20.988,90.64,19.424,,,
491,06/19/22 02:05:18 AM,20.535,87.59,18.427,,,
492,06/19/22 03:05:18 AM,19.916,89.19,18.106,,,
493,06/19/22 04:05:18 AM,19.464,89.75,17.759,,,
494,06/19/22 05:05:18 AM,18.964,89.71,17.259,,,
495,06/19/22 06:05:18 AM,19.963,86.34,17.635,,,
496,06/19/22 07:05:18 AM,22.230,78.46,18.328,,,
497,06/19/22 08:05:18 AM,23.862,78.09,19.837,,,
498,06/19/22 09:05:18 AM,27.585,76.63,23.136,,,
499,06/19/22 10:05:18 AM,31.441,70.72,25.506,,,
500,06/19/22 11:05:18 AM,33.295,68.17,26.655,,,
501,06/19/22 12:05:18 PM,34.792,66.91,27.760,,,
502,06/19/22 01:05:18 PM,36.102,66.61,28.928,,,
503,06/19/22 02:05:18 PM,37.161,65.84,29.731,,,
504,06/19/22 03:05:18 PM,38.097,64.84,30.348,,,
505,06/19/22 04:05:18 PM,38.794,65.40,31.160,,,
506,06/19/22 05:05:18 PM,39.300,64.06,31.274,,,
507,06/19/22 06:05:18 PM,39.385,63.14,31.098,,,
508,06/19/22 07:05:18 PM,37.079,66.33,29.782,,,
509,06/19/22 08:05:18 PM,34.079,68.70,27.535,,,
510,06/19/22 09:05:18 PM,30.704,70.37,24.718,,,
511,06/19/22 10:05:18 PM,26.090,77.14,21.798,,,
512,06/19/22 11:05:18 PM,23.069,85.42,20.514,,,
513,06/20/22 12:05:18 AM,21.704,85.19,19.132,,,
514,06/20/22 01:05:18 AM,21.059,89.93,19.369,,,
515,06/20/22 02:05:18 AM,20.535,87.37,18.388,,,
516,06/20/22 03:05:18 AM,19.916,88.58,17.997,,,
517,06/20/22 04:05:18 AM,19.487,89.28,17.699,,,
518,06/20/22 05:05:18 AM,19.012,89.15,17.205,,,
519,06/20/22 06:05:18 AM,19.892,86.08,17.518,,,
520,06/20/22 07:05:18 AM,22.182,77.66,18.117,,,
521,06/20/22 08:05:18 AM,23.910,77.23,19.703,,,
522,06/20/22 09:05:18 AM,27.609,76.04,23.031,,,
523,06/20/22 10:05:18 AM,31.288,70.55,25.320,,,
524,06/20/22 11:05:18 AM,33.295,68.41,26.716,,,
525,06/20/22 12:05:18 PM,34.739,66.38,27.574,,,
526,06/20/22 01:05:18 PM,36.129,66.14,28.829,,,
527,06/20/22 02:05:18 PM,37.243,64.76,29.519,,,
528,06/20/22 03:05:18 PM,38.014,65.41,30.423,,,
529,06/20/22 04:05:18 PM,38.794,65.54,31.196,,,
530,06/20/22 05:05:18 PM,39.244,65.15,31.518,,,
531,06/20/22 06:05:18 PM,39.300,63.68,31.169,,,
532,06/20/22 07:05:18 PM,36.888,66.73,29.705,,,
533,06/20/22 08:05:18 PM,34.079,68.63,27.518,,,
534,06/20/22 09:05:18 PM,30.729,71.31,24.965,,,
535,06/20/22 10:05:18 PM,25.993,77.43,21.765,,,
536,06/20/22 11:05:18 PM,23.045,85.26,20.462,,,
537,06/21/22 12:05:18 AM,21.728,85.01,19.121,,,
538,06/21/22 01:05:18 AM,20.988,89.63,19.244,,,
539,06/21/22 02:05:18 AM,20.511,87.14,18.321,,,
540,06/21/22 03:05:18 AM,19.892,88.39,17.939,,,
541,06/21/22 04:05:18 AM,19.416,88.90,17.561,,,
542,06/21/22 05:05:18 AM,19.035,89.23,17.244,,,
543,06/21/22 06:05:18 AM,19.916,86.01,17.529,,,
544,06/21/22 07:05:18 AM,22.182,78.42,18.273,,,
545,06/21/22 08:05:18 AM,23.910,77.81,19.826,,,
546,06/21/22 09:05:18 AM,27.462,75.79,22.836,,,
547,06/21/22 10:05:18 AM,30.856,71.66,25.168,,,
548,06/21/22 11:05:18 AM,32.828,68.99,26.413,,,
549,06/21/22 12:05:18 PM,34.343,68.07,27.628,,,
550,06/21/22 01:05:18 PM,35.591,67.40,28.645,,,
551,06/21/22 02:05:18 PM,36.670,66.75,29.504,,,
552,06/21/22 03:05:18 PM,37.710,66.07,30.312,,,
553,06/21/22 04:05:18 PM,38.459,65.65,30.909,,,
554,06/21/22 05:05:18 PM,38.822,64.59,30.967,,,
555,06/21/22 06:05:18 PM,38.822,64.41,30.917,,,
556,06/21/22 07:05:18 PM,36.724,67.12,29.651,,,
557,06/21/22 08:05:18 PM,34.027,70.09,27.828,,,
558,06/21/22 09:05:18 PM,30.603,71.33,24.848,,,
559,06/21/22 10:05:18 PM,26.042,77.22,21.768,,,
560,06/21/22 11:05:18 PM,23.021,85.22,20.431,,,
561,06/22/22 12:05:18 AM,21.680,84.92,19.057,,,
562,06/22/22 01:05:18 AM,21.036,88.63,19.111,,,
563,06/22/22 02:05:18 AM,20.559,86.92,18.329,,,
564,06/22/22 03:05:18 AM,19.892,88.33,17.928,,,
565,06/22/22 04:05:18 AM,19.440,89.20,17.637,,,
566,06/22/22 05:05:18 AM,18.988,89.68,17.277,,,
567,06/22/22 06:05:18 AM,19.940,86.83,17.703,,,
568,06/22/22 07:05:18 AM,22.134,78.02,18.144,,,
569,06/22/22 08:05:18 AM,23.934,77.57,19.798,,,
570,06/22/22 09:05:18 AM,27.462,76.15,22.914,,,
571,06/22/22 10:05:18 AM,30.907,71.39,25.153,,,
572,06/22/22 11:05:18 AM,32.828,68.91,26.394,,,
573,06/22/22 12:05:18 PM,34.343,67.36,27.448,,,
574,06/22/22 01:05:18 PM,35.725,67.04,28.680,,,
575,06/22/22 02:05:18 PM,36.697,66.14,29.371,,,
576,06/22/22 03:05:18 PM,37.572,66.87,30.392,,,
577,06/22/22 04:05:18 PM,38.403,66.20,31.002,,,
578,06/22/22 05:05:18 PM,38.738,65.04,31.009,,,
579,06/22/22 06:05:18 PM,38.822,64.54,30.954,,,
580,06/22/22 07:05:18 PM,36.779,66.98,29.666,,,
581,06/22/22 08:05:18 PM,34.001,70.04,27.792,,,
582,06/22/22 09:05:18 PM,30.653,71.30,24.891,,,
583,06/22/22 10:05:18 PM,26.090,77.03,21.775,,,
584,06/22/22 11:05:18 PM,22.997,85.57,20.473,,,
585,06/23/22 12:05:18 AM,21.632,84.97,19.020,,,
586,06/23/22 01:05:18 AM,20.988,89.59,19.236,,,
587,06/23/22 02:05:18 AM,20.463,86.99,18.248,,,
588,06/23/22 03:05:18 AM,19.916,88.53,17.988,,,
589,06/23/22 04:05:18 AM,19.535,88.93,17.684,,,
590,06/23/22 05:05:18 AM,19.083,88.77,17.208,,,
591,06/23/22 06:05:18 AM,19.940,85.91,17.534,,,
592,06/23/22 07:05:18 AM,22.158,78.37,18.239,,,
593,06/23/22 08:05:18 AM,23.886,77.71,19.782,,,
594,06/23/22 09:05:18 AM,27.363,76.35,22.862,,,
595,06/23/22 10:05:18 AM,30.831,71.66,25.145,,,
596,06/23/22 11:05:18 AM,32.750,69.36,26.430,,,
597,06/23/22 12:05:18 PM,34.343,67.63,27.518,,,
598,06/23/22 01:05:18 PM,35.511,67.08,28.487,,,
599,06/23/22 02:05:18 PM,36.588,66.67,29.404,,,
600,06/23/22 03:05:18 PM,37.462,67.29,30.397,,,
601,06/23/22 04:05:18 PM,38.292,66.29,30.921,,,
602,06/23/22 05:05:18 PM,38.738,64.78,30.939,,,
603,06/23/22 06:05:18 PM,38.850,64.89,31.075,,,
604,06/23/22 07:05:18 PM,36.670,67.32,29.652,,,
605,06/23/22 08:05:18 PM,33.974,70.12,27.787,,,
606,06/23/22 09:05:18 PM,30.603,71.44,24.875,,,
607,06/23/22 10:05:18 PM,26.090,76.93,21.753,,,
608,06/23/22 11:05:18 PM,23.045,85.08,20.427,,,
609,06/24/22 12:05:18 AM,21.656,85.28,19.101,,,
610,06/24/22 01:05:18 AM,21.012,89.28,19.205,,,
611,06/24/22 02:05:18 AM,20.487,87.16,18.302,,,
612,06/24/22 03:05:18 AM,19.844,88.30,17.876,,,
613,06/24/22 04:05:18 AM,19.511,89.08,17.686,,,
614,06/24/22 05:05:18 AM,19.012,89.19,17.213,,,
615,06/24/22 06:05:18 AM,19.844,86.66,17.578,,,
616,06/24/22 07:05:18 AM,22.182,78.25,18.239,,,
617,06/24/22 08:05:18 AM,23.814,78.13,19.798,,,
618,06/24/22 09:05:18 AM,27.314,76.27,22.796,,,
619,06/24/22 10:05:18 AM,30.856,71.88,25.221,,,
620,06/24/22 11:05:18 AM,32.880,68.92,26.445,,,
621,06/24/22 12:05:18 PM,34.422,68.04,27.695,,,
622,06/24/22 01:05:18 PM,35.324,67.41,28.393,,,
623,06/24/22 02:05:18 PM,36.372,67.48,29.409,,,
624,06/24/22 03:05:18 PM,37.352,66.78,30.159,,,
625,06/24/22 04:05:18 PM,38.125,66.59,30.844,,,
626,06/24/22 05:05:18 PM,38.626,65.04,30.904,,,
627,06/24/22 06:05:18 PM,38.570,65.02,30.845,,,
628,06/24/22 07:05:18 PM,36.453,68.11,29.648,,,
629,06/24/22 08:05:18 PM,33.870,70.44,27.763,,,
630,06/24/22 09:05:18 PM,30.426,71.82,24.793,,,
631,06/24/22 10:05:18 PM,25.944,77.01,21.629,,,
632,06/24/22 11:05:18 PM,23.021,85.46,20.477,,,
633,06/25/22 12:05:18 AM,21.656,84.95,19.040,,,
634,06/25/22 01:05:18 AM,21.012,88.42,19.048,,,
635,06/25/22 02:05:18 AM,20.463,87.22,18.289,,,
636,06/25/22 03:05:18 AM,19.868,88.41,17.919,,,
637,06/25/22 04:05:18 AM,19.440,88.57,17.525,,,
638,06/25/22 05:05:18 AM,19.035,89.13,17.227,,,
639,06/25/22 06:05:18 AM,19.892,86.44,17.585,,,
640,06/25/22 07:05:18 AM,22.039,78.11,18.071,,,
641,06/25/22 08:05:18 AM,23.693,78.12,19.678,,,
642,06/25/22 09:05:18 AM,27.265,77.20,22.949,,,
643,06/25/22 10:05:18 AM,30.628,72.42,25.127,,,
644,06/25/22 11:05:18 AM,32.724,69.29,26.388,,,
645,06/25/22 12:05:18 PM,34.079,68.03,27.368,,,
646,06/25/22 01:05:18 PM,35.324,67.34,28.377,,,
647,06/25/22 02:05:18 PM,36.399,65.32,28.870,,,
648,06/25/22 03:05:18 PM,37.545,66.77,30.338,,,
649,06/25/22 04:05:18 PM,38.319,67.44,31.251,,,
650,06/25/22 05:05:18 PM,38.766,65.60,31.186,,,
651,06/25/22 06:05:18 PM,38.738,65.08,31.019,,,
652,06/25/22 07:05:18 PM,36.561,68.09,29.746,,,
653,06/25/22 08:05:18 PM,33.870,71.28,27.967,,,
654,06/25/22 09:05:18 PM,30.502,71.97,24.901,,,
655,06/25/22 10:05:18 PM,25.774,77.98,21.668,,,
656,06/25/22 11:05:18 PM,22.949,85.40,20.393,,,
657,06/26/22 12:05:18 AM,21.632,85.04,19.034,,,
658,06/26/22 01:05:18 AM,20.964,88.88,19.086,,,
659,06/26/22 02:05:18 AM,20.440,86.94,18.215,,,
660,06/26/22 03:05:18 AM,19.868,88.36,17.910,,,
661,06/26/22 04:05:18 AM,19.392,88.94,17.544,,,
662,06/26/22 05:05:18 AM,19.035,88.99,17.201,,,
663,06/26/22 06:05:18 AM,19.892,85.65,17.438,,,
664,06/26/22 07:05:18 AM,22.230,78.34,18.304,,,
665,06/26/22 08:05:18 AM,23.958,77.44,19.796,,,
666,06/26/22 09:05:18 AM,27.536,76.48,23.056,,,
667,06/26/22 10:05:18 AM,30.881,72.11,25.298,,,
668,06/26/22 11:05:18 AM,32.724,69.88,26.531,,,
669,06/26/22 12:05:18 PM,34.237,68.18,27.556,,,
670,06/26/22 01:05:18 PM,35.511,68.14,28.759,,,
671,06/26/22 02:05:18 PM,36.616,67.95,29.762,,,
672,06/26/22 03:05:18 PM,37.490,67.59,30.501,,,
673,06/26/22 04:05:18 PM,38.125,68.06,31.226,,,
674,06/26/22 05:05:18 PM,38.654,66.17,31.234,,,
675,06/26/22 06:05:18 PM,38.654,66.00,31.187,,,
676,06/26/22 07:05:18 PM,36.588,68.04,29.759,,,
677,06/26/22 08:05:18 PM,33.817,71.35,27.934,,,
678,06/26/22 09:05:18 PM,30.275,72.85,24.888,,,
679,06/26/22 10:05:18 PM,25.822,77.68,21.652,,,
680,06/26/22 11:05:18 PM,22.949,85.59,20.430,,,
681,06/27/22 12:05:18 AM,21.561,85.47,19.045,,,
682,06/27/22 01:05:18 AM,20.916,89.52,19.153,,,
683,06/27/22 02:05:18 AM,20.392,87.19,18.214,,,
684,06/27/22 03:05:18 AM,19.868,88.44,17.925,,,
685,06/27/22 04:05:18 AM,19.416,89.05,17.588,,,
686,06/27/22 05:05:18 AM,19.035,89.39,17.273,,,
687,06/27/22 06:05:18 AM,19.892,85.53,17.416,,,
688,06/27/22 07:05:18 AM,22.158,78.22,18.210,,,
689,06/27/22 08:05:18 AM,23.982,77.93,19.919,,,
690,06/27/22 09:05:18 AM,27.462,76.65,23.021,,,
691,06/27/22 10:05:18 AM,30.856,72.73,25.418,,,
692,06/27/22 11:05:18 AM,32.906,69.43,26.596,,,
693,06/27/22 12:05:18 PM,34.158,68.50,27.560,,,
694,06/27/22 01:05:18 PM,35.511,67.97,28.716,,,
695,06/27/22 02:05:18 PM,36.534,67.72,29.625,,,
696,06/27/22 03:05:18 PM,37.407,67.65,30.438,,,
697,06/27/22 04:05:18 PM,38.208,67.24,31.093,,,
698,06/27/22 05:05:18 PM,38.626,65.94,31.146,,,
699,06/27/22 06:05:18 PM,38.542,66.20,31.134,,,
700,06/27/22 07:05:18 PM,36.507,68.55,29.811,,,
701,06/27/22 08:05:18 PM,33.765,71.25,27.860,,,
702,06/27/22 09:05:18 PM,30.300,72.59,24.852,,,
703,06/27/22 10:05:18 PM,25.749,78.07,21.664,,,
704,06/27/22 11:05:18 PM,22.925,85.48,20.386,,,
705,06/28/22 12:05:18 AM,21.584,85.22,19.020,,,
706,06/28/22 01:05:18 AM,20.964,88.88,19.085,,,
707,06/28/22 02:05:18 AM,20.440,87.23,18.267,,,
708,06/28/22 03:05:18 AM,19.821,88.05,17.807,,,
709,06/28/22 04:05:18 AM,19.368,88.98,17.529,,,
710,06/28/22 05:05:18 AM,19.059,88.81,17.193,,,
711,06/28/22 06:05:18 AM,19.940,85.70,17.495,,,
712,06/28/22 07:05:18 AM,22.182,78.29,18.246,,,
713,06/28/22 08:05:18 AM,23.982,77.72,19.878,,,
714,06/28/22 09:05:18 AM,27.486,76.56,23.026,,,
715,06/28/22 10:05:18 AM,30.805,72.29,25.267,,,
716,06/28/22 11:05:18 AM,32.802,69.65,26.550,,,
717,06/28/22 12:05:18 PM,34.343,68.21,27.662,,,
718,06/28/22 01:05:18 PM,35.457,68.32,28.754,,,
719,06/28/22 02:05:18 PM,36.670,68.24,29.887,,,
720,06/28/22 03:05:18 PM,37.627,67.48,30.602,,,
721,06/28/22 04:05:18 PM,38.097,67.89,31.156,,,
722,06/28/22 05:05:18 PM,38.654,65.48,31.048,,,
723,06/28/22 06:05:18 PM,38.626,65.65,31.068,,,
724,06/28/22 07:05:18 PM,36.561,68.46,29.841,,,
725,06/28/22 08:05:18 PM,33.817,70.99,27.848,,,
726,06/28/22 09:05:18 PM,30.350,72.25,24.821,,,
727,06/28/22 10:05:18 PM,25.798,77.78,21.651,,,
728,06/28/22 11:05:18 PM,22.925,85.05,20.303,,,
729,06/29/22 12:05:18 AM,21.608,84.84,18.972,,,
730,06/29/22 01:05:18 AM,20.988,88.40,19.021,,,
731,06/29/22 02:05:18 AM,20.392,87.00,18.179,,,
732,06/29/22 03:05:18 AM,19.868,87.97,17.840,,,
733,06/29/22 04:05:18 AM,19.416,88.80,17.543,,,
734,06/29/22 05:05:18 AM,19.035,88.70,17.150,,,
735,06/29/22 06:05:18 AM,19.940,86.21,17.588,,,
736,06/29/22 07:05:18 AM,22.110,78.33,18.185,,,
737,06/29/22 08:05:18 AM,23.910,77.92,19.847,,,
738,06/29/22 09:05:18 AM,27.437,76.89,23.050,,,
739,06/29/22 10:05:18 AM,30.831,72.51,25.343,,,
740,06/29/22 11:05:18 AM,32.750,69.68,26.508,,,
741,06/29/22 12:05:18 PM,34.264,67.97,27.528,,,
742,06/29/22 01:05:18 PM,35.591,67.96,28.789,,,
743,06/29/22 02:05:18 PM,36.643,67.92,29.779,,,
744,06/29/22 03:05:18 PM,37.407,67.47,30.390,,,
745,06/29/22 04:05:18 PM,38.236,67.79,31.263,,,
746,06/29/22 05:05:18 PM,38.626,65.90,31.134,,,
747,06/29/22 06:05:18 PM,38.654,65.61,31.084,,,
748,06/29/22 07:05:18 PM,36.480,68.84,29.860,,,
749,06/29/22 08:05:18 PM,33.870,71.24,27.957,,,
750,06/29/22 09:05:18 PM,30.375,72.49,24.901,,,
751,06/29/22 10:05:18 PM,25.798,77.84,21.663,,,
752,06/29/22 11:05:18 PM,22.949,85.16,20.348,,,
753,06/30/22 12:05:18 AM,21.537,85.31,18.991,,,
754,06/30/22 01:05:18 AM,20.964,88.63,19.039,,,
755,06/30/22 02:05:18 AM,20.440,86.88,18.203,,,
756,06/30/22 03:05:18 AM,19.868,87.83,17.815,,,
757,06/30/22 04:05:18 AM,19.416,88.95,17.570,,,
758,06/30/22 05:05:18 AM,18.964,89.04,17.140,,,
759,06/30/22 06:05:18 AM,19.844,85.91,17.440,,,
760,06/30/22 07:05:18 AM,22.206,77.75,18.159,,,
761,06/30/22 08:05:18 AM,23.958,77.31,19.767,,,
762,06/30/22 09:05:18 AM,27.486,76.50,23.014,,,
763,06/30/22 10:05:18 AM,30.907,72.19,25.342,,,
764,06/30/22 11:05:18 AM,32.880,70.03,26.717,,,
765,06/30/22 12:05:18 PM,34.316,67.97,27.578,,,
766,06/30/22 01:05:18 PM,35.484,68.31,28.776,,,
767,06/30/22 02:05:18 PM,36.534,67.58,29.590,,,
768,06/30/22 03:05:18 PM,37.462,67.32,30.405,,,
769,06/30/22 04:05:18 PM,38.153,67.66,31.149,,,
770,06/30/22 05:05:18 PM,38.654,65.66,31.095,,,
771,06/30/22 06:05:18 PM,38.626,65.79,31.106,,,
772,06/30/22 07:05:18 PM,36.507,68.56,29.814,,,
773,06/30/22 08:05:18 PM,33.974,70.80,27.951,,,
774,06/30/22 09:05:18 PM,30.401,72.61,24.954,,,
775,06/30/22 10:05:18 PM,25.798,77.70,21.634,,,
776,06/30/22 11:05:18 PM,22.925,85.36,20.363,,,
777,07/01/22 12:05:18 AM,21.537,85.20,18.970,,,
778,07/01/22 01:05:18 AM,20.916,89.38,19.129,,,
779,07/01/22 02:05:18 AM,20.440,87.12,18.248,,,
780,07/01/22 03:05:18 AM,19.844,88.53,17.917,,,
781,07/01/22 04:05:18 AM,19.368,88.77,17.491,,,
782,07/01/22 05:05:18 AM,19.059,88.61,17.156,,,
783,07/01/22 06:05:18 AM,19.892,86.09,17.520,,,
784,07/01/22 07:05:18 AM,22.158,77.94,18.152,,,
785,07/01/22 08:05:18 AM,23.958,77.47,19.801,,,
786,07/01/22 09:05:18 AM,27.486,76.83,23.085,,,
787,07/01/22 10:05:18 AM,30.831,72.76,25.400,,,
788,07/01/22 11:05:18 AM,32.880,70.18,26.754,,,
789,07/01/22 12:05:18 PM,33.582,58.21,24.261,,,
790,07/01/22 01:05:18 PM,35.484,71.94,29.675,,,
791,07/01/22 02:05:18 PM,36.616,69.37,30.123,,,
792,07/01/22 03:05:18 PM,37.352,68.99,30.729,,,
793,07/01/22 04:05:18 PM,38.097,67.99,31.182,,,
794,07/01/22 05:05:18 PM,38.486,66.72,31.220,,,
795,07/01/22 06:05:18 PM,38.459,66.67,31.179,,,
796,07/01/22 07:05:18 PM,36.426,69.50,29.973,,,
797,07/01/22 08:05:18 PM,33.712,71.79,27.940,,,
798,07/01/22 09:05:18 PM,29.897,73.29,24.624,,,
799,07/01/22 10:05:18 PM,25.433,77.73,21.286,,,
800,07/01/22 11:05:18 PM,22.733,84.59,20.027,,,
801,07/02/22 12:05:18 AM,21.417,84.18,18.659,,,
802,07/02/22 01:05:18 AM,20.916,88.06,18.889,,,
803,07/02/22 02:05:18 AM,20.440,86.33,18.103,,,
804,07/02/22 03:05:18 AM,19.797,87.90,17.757,,,
805,07/02/22 04:05:18 AM,19.250,87.95,17.227,,,
806,07/02/22 05:05:18 AM,19.083,88.68,17.193,,,
807,07/02/22 06:05:18 AM,19.821,86.04,17.440,,,
808,07/02/22 07:05:18 AM,21.943,79.03,18.164,,,
809,07/02/22 08:05:18 AM,23.886,78.36,19.915,,,
810,07/02/22 09:05:18 AM,27.560,76.86,23.162,,,
811,07/02/22 10:05:18 AM,30.907,72.76,25.473,,,
812,07/02/22 11:05:18 AM,32.854,70.45,26.794,,,
813,07/02/22 12:05:18 PM,34.316,68.30,27.660,,,
814,07/02/22 01:05:18 PM,35.564,68.43,28.882,,,
815,07/02/22 02:05:18 PM,36.616,68.58,29.923,,,
816,07/02/22 03:05:18 PM,37.462,68.13,30.615,,,
817,07/02/22 04:05:18 PM,38.236,67.79,31.261,,,
818,07/02/22 05:05:18 PM,38.570,66.93,31.355,,,
819,07/02/22 06:05:18 PM,38.598,65.88,31.103,,,
820,07/02/22 07:05:18 PM,36.480,68.08,29.665,,,
821,07/02/22 08:05:18 PM,33.817,70.38,27.699,,,
822,07/02/22 09:05:18 PM,29.973,72.23,24.454,,,
823,07/02/22 10:05:18 PM,25.482,77.52,21.290,,,
824,07/02/22 11:05:18 PM,22.805,83.21,19.833,,,
825,07/03/22 12:05:18 AM,21.465,83.01,18.483,,,
826,07/03/22 01:05:18 AM,20.916,86.62,18.625,,,
827,07/03/22 02:05:18 AM,20.440,85.07,17.869,,,
828,07/03/22 03:05:18 AM,19.868,85.78,17.440,,,
829,07/03/22 04:05:18 AM,19.440,86.59,17.167,,,
830,07/03/22 05:05:18 AM,18.940,86.47,16.654,,,
831,07/03/22 06:05:18 AM,19.940,83.64,17.110,,,
832,07/03/22 07:05:18 AM,21.991,77.49,17.897,,,
833,07/03/22 08:05:18 AM,23.934,76.25,19.522,,,
834,07/03/22 09:05:18 AM,27.609,73.81,22.540,,,
835,07/03/22 10:05:18 AM,31.008,69.91,24.900,,,
836,07/03/22 11:05:18 AM,32.983,68.20,26.366,,,
837,07/03/22 12:05:18 PM,34.501,68.12,27.791,,,
838,07/03/22 01:05:18 PM,35.645,67.84,28.809,,,
839,07/03/22 02:05:18 PM,36.751,67.68,29.822,,,
840,07/03/22 03:05:18 PM,37.325,69.95,30.947,,,
841,07/03/22 04:05:18 PM,38.069,67.62,31.058,,,
842,07/03/22 05:05:18 PM,38.514,67.31,31.402,,,
843,07/03/22 06:05:18 PM,38.486,66.33,31.116,,,
844,07/03/22 07:05:18 PM,36.372,68.55,29.681,,,
845,07/03/22 08:05:18 PM,33.556,71.44,27.706,,,
846,07/03/22 09:05:18 PM,29.872,72.67,24.459,,,
847,07/03/22 10:05:18 PM,25.409,78.10,21.339,,,
848,07/03/22 11:05:18 PM,22.757,83.06,19.755,,,
849,07/04/22 12:05:18 AM,21.489,83.23,18.547,,,
850,07/04/22 01:05:18 AM,20.916,86.63,18.626,,,
851,07/04/22 02:05:18 AM,20.392,84.95,17.799,,,
852,07/04/22 03:05:18 AM,19.821,86.25,17.480,,,
853,07/04/22 04:05:18 AM,19.416,86.85,17.191,,,
854,07/04/22 05:05:18 AM,18.893,86.95,16.694,,,
855,07/04/22 06:05:18 AM,19.892,84.85,17.289,,,
856,07/04/22 07:05:18 AM,21.871,77.56,17.795,,,
857,07/04/22 08:05:18 AM,23.717,77.00,19.469,,,
